dataset,model,seed,method,reject_percent,rejection_rate,accuracy_before_rejection,accuracy_after_rejection,kept_count
tissuemnist,efficientnetv2_s,42,hybrid,20,0.2,0.6045896785109983,0.6654769458544839,37824
tissuemnist,efficientnetv2_s,42,hybrid,30,0.3,0.6045896785109983,0.6959451293207638,33096
tissuemnist,efficientnetv2_s,42,hybrid,40,0.4,0.6045896785109983,0.7272278623801467,28368
tissuemnist,efficientnetv2_s,42,hybrid,50,0.5,0.6045896785109983,0.7518612521150593,23640
tissuemnist,mobilenetv3_small,42,entropy,10,0.1,0.6549280879864636,0.6897443128407595,42552
tissuemnist,mobilenetv3_small,42,entropy,20,0.2,0.6549280879864636,0.7216582064297801,37824
tissuemnist,mobilenetv3_small,42,entropy,30,0.3,0.6549280879864636,0.7557710901619531,33096
tissuemnist,mobilenetv3_small,42,entropy,40,0.4,0.6549280879864636,0.7913494077834179,28368
tissuemnist,mobilenetv3_small,42,entropy,50,0.5,0.6549280879864636,0.8294416243654822,23640
tissuemnist,mobilenetv3_small,42,gradient,10,0.1,0.6549280879864636,0.6717663094566648,42552
tissuemnist,mobilenetv3_small,42,gradient,20,0.2,0.6549280879864636,0.6905668358714044,37824
tissuemnist,mobilenetv3_small,42,gradient,30,0.3,0.6549280879864636,0.7109318346627991,33096
tissuemnist,mobilenetv3_small,42,gradient,40,0.4,0.6549280879864636,0.7351945854483926,28368
tissuemnist,mobilenetv3_small,42,gradient,50,0.5,0.6549280879864636,0.7661167512690356,23640
tissuemnist,mobilenetv3_small,42,hybrid,10,0.1,0.6549280879864636,0.6870417371686407,42552
tissuemnist,mobilenetv3_small,42,hybrid,20,0.2,0.6549280879864636,0.7182476734348562,37824
tissuemnist,mobilenetv3_small,42,hybrid,30,0.3,0.6549280879864636,0.7525682861977279,33096
tissuemnist,mobilenetv3_small,42,hybrid,40,0.4,0.6549280879864636,0.7863437676254935,28368
tissuemnist,mobilenetv3_small,42,hybrid,50,0.5,0.6549280879864636,0.8240693739424704,23640
tissuemnist,shufflenetv2_0_5,42,entropy,10,0.1,0.6389805414551607,0.6747273923669863,42552
tissuemnist,shufflenetv2_0_5,42,entropy,20,0.2,0.6389805414551607,0.7072229272419628,37824
tissuemnist,shufflenetv2_0_5,42,entropy,30,0.3,0.6389805414551607,0.7388204012569495,33096
tissuemnist,shufflenetv2_0_5,42,entropy,40,0.4,0.6389805414551607,0.7746756909193457,28368
tissuemnist,shufflenetv2_0_5,42,entropy,50,0.5,0.6389805414551607,0.8114636209813875,23640
tissuemnist,shufflenetv2_0_5,42,gradient,10,0.1,0.6389805414551607,0.6589819514946419,42552
tissuemnist,shufflenetv2_0_5,42,gradient,20,0.2,0.6389805414551607,0.679251269035533,37824
tissuemnist,shufflenetv2_0_5,42,gradient,30,0.3,0.6389805414551607,0.7014442832970752,33096
tissuemnist,shufflenetv2_0_5,42,gradient,40,0.4,0.6389805414551607,0.725747320924986,28368
tissuemnist,shufflenetv2_0_5,42,gradient,50,0.5,0.6389805414551607,0.7546108291032149,23640
tissuemnist,shufflenetv2_0_5,42,hybrid,10,0.1,0.6389805414551607,0.6696277495769881,42552
tissuemnist,shufflenetv2_0_5,42,hybrid,20,0.2,0.6389805414551607,0.7011421319796954,37824
tissuemnist,shufflenetv2_0_5,42,hybrid,30,0.3,0.6389805414551607,0.7335629683345419,33096
tissuemnist,shufflenetv2_0_5,42,hybrid,40,0.4,0.6389805414551607,0.7701283135927806,28368
tissuemnist,shufflenetv2_0_5,42,hybrid,50,0.5,0.6389805414551607,0.8069796954314721,23640
